symbol,name,indus_code,indus_name,exc,m_stholder,m_employee,r_tcbsrating,year,m_cap,m_share,r_pb,r_pe,r_eps,r_bvps,p_roe,p_div
NFC,Công ty Cổ phần Phân lân Ninh Bình,1300,Hóa chất,HNX,274,306,3.8,2024,796001756000,15731260,3.5906960607,19.771852841,2843.548486580223,14091.975245276,0.2096147016,0.0395256917
NGC,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Ngô Quyền,3500,Thực phẩm và đồ uống,UPCOM,0,110,-1,2022,4369722600,2299854,0.0,-0.6815292435,-2787.84809035704,0.0,2.0584769933,0.0
APL,Công ty Cổ phần Cơ khí và Thiết bị áp lực - VVMI,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,120,113,-1,2024,22200000000,1200000,1.3339151738,15.4166666667,1672.8700933333334,13868.9478641667,0.1185077537,0.0648648649
MNB,Tổng Công ty May Nhà Bè - Công ty Cổ phần,3700,Hàng cá nhân & Gia dụng,UPCOM,281,13168,2.4,2024,570000000000,20000000,1.3732082396,6.2639958158,4549.81146825,20754.31764665,0.2302964069,0.0
VCE,Công ty Cổ phần Xây lắp Môi trường,2300,Xây dựng và Vật liệu,UPCOM,110,4,-1,2024,40000000000.0,5000000.0,0.6966364036,1635.5550031014,4.891306,11483.7524412,0.0004260235,0
CKA,Công ty Cổ phần Cơ khí An Giang,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,176,190,-1,2024,181882742976,3286404,1.4908069433,7.647406539,7236.963239455648,37123.5190767781,0.1933054796,0.0
NHH,Công ty Cổ phần Nhựa Hà Nội,1300,Hóa chất,HOSE,3093,1604,2.6,2024,819900000000,72880000,0.6047685174,10.9256600739,1180.1512269484083,18602.1588034303,0.0635940858,0.0
AGP,Công ty Cổ phần Dược phẩm AGIMEXPHARM,4500,Y tế,UPCOM,774,490,2.6,2024,1011274501995,23143941,2.5290751839,22.3620847021,2112.420642188813,17277.0664459869,0.1295875531,0.0114429569
NHP,Công ty Cổ phần Sản xuất Xuất nhập khẩu NHP,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,681,97,-1,2018,57910629000,27576490,0.284350968,-0.7924296857,-2650.0773983926165,7385.2394974487,-0.3028905933,0.0
AGM,Công ty Cổ phần Xuất nhập khẩu An Giang,3500,Thực phẩm và đồ uống,UPCOM,333,111,2.6,2024,30940000000,18200000,0.0,-0.1190940751,-14274.429672032968,0.0,2.341154692,0.0
DBC,Công ty Cổ phần Tập đoàn Dabaco Việt Nam,3500,Thực phẩm và đồ uống,HOSE,0,6782,2.7,2024,9136467658500,334669145,1.3505336321,16.0546977823,2298.0420034090685,20214.2318793715,0.1345573597,0.0
NHT,Công ty Cổ phần Sản xuất và Thương mại Nam Hoa,3700,Hàng cá nhân & Gia dụng,HOSE,499,658,2.7,2024,269115492800,24028169,0.9937032735,11.9261005625,939.1166828816628,11270.9702166237,0.0828952495,0.0
NHV,Công ty Cổ phần Sức khỏe Hồi sinh Việt Nam,1700,Tài nguyên Cơ bản,UPCOM,148,9,-1,2021,94106554800.0,3223600.0,1.6371206715,17.8579472587,1634.7343609628986,17831.917040886,0.091674628,0.023978351
NLS,Công ty Cổ phần Cấp thoát nước Lạng Sơn,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,177,410,-1,2024,24047040000,5009800,0.3092638354,1.6074260908,2986.140406403449,15520.7284236896,0.2033918573,0.0
APS,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,8700,Dịch vụ tài chính,HNX,13184,37,2.6,2024,481400000000,83000000,0.599467124,22.0999633884,262.443873686747,9675.2595233373,0.027498202,0
NNC,Công ty Cổ phần Đá Núi Nhỏ,2300,Xây dựng và Vật liệu,HOSE,1333,65,2.9,2024,648832000000,21920000,1.5412503021,10.9089945917,2856.165568248175,19205.1868277372,0.1574343897,0.0
HSV,Công ty Cổ phần Tập đoàn HSV Việt Nam,1700,Tài nguyên Cơ bản,UPCOM,109,15,-1,2024,59849977200,15749994,0.3454672167,14.9074566372,254.9059905038694,10999.5965365447,0.0234337297,0
NOS,Công ty Cổ phần Vận tải Biển và Thương mại Phương Đông,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,782,99,-1,2024,14039200000,20056000,0,-0.0485472739,-14418.935272088152,0,0.0583630273,0
NVL,Công ty Cổ phần Tập đoàn Đầu tư Địa ốc No Va,8600,Bất động sản,HOSE,78023,1093,2.2,2024,23498759682900,1950104538,0.6211054869,-3.640520673,-3309.9660961714044,19400.891239147,-0.1701298652,0
PMB,Công ty Cổ phần Phân bón và Hóa chất Dầu khí Miền Bắc,1300,Hóa chất,HNX,475,67,-1,2024,132000000000,12000000,0.9267672698,17.0652674047,825.2507648333333,11869.21502075,0.0690720456,0.0
C69,Công ty Cổ phần Xây dựng 1369,2300,Xây dựng và Vật liệu,HNX,3143,217,2.6,2024,370799832000,61799972,0.5515940313,22.3201769515,273.66944428389064,10877.5651282334,0.0254623316,0.0
NQB,Công ty Cổ phần Cấp nước Quảng Bình,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,201,225,2.9,2024,137841632000,17230204,0.709652437,9.3846291472,852.4577662574395,11273.124114491,0.0763134233,0.0
NQT,Công ty Cổ phần Nước sạch Quảng Trị,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,307,255,-1,2024,144042825100,18233269,0.6476383405,8.7154873759,1088.107946742847,12198.1660222311,0.0908590189,0.0734177215
NS2,Công ty Cổ phần Nước sạch số 2 Hà Nội,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,512,543,2.6,2024,834960000000,56800000,1.421488456,86.4705882353,341.27286669014086,10341.2728666901,0.0331091709,0.0
NSC,Công ty Cổ phần Tập đoàn Giống cây trồng Việt Nam,3500,Thực phẩm và đồ uống,HOSE,1060,675,2.8,2024,1473789594400,17586988,1.0328939308,7.2556252595,12392.631664899072,81131.2735048776,0.1566160924,0.0
PSH,Công ty Cổ phần Thương mại Đầu tư Dầu khí Nam Sông Hậu,7500,"Điện, nước & xăng dầu khí đốt",HOSE,7209,333,2.1,2024,223368300600,126196780,0.2983956201,-0.2899541099,-6104.414249206676,5931.7224542021,-0.6794815337,0.0
MGR,Công ty cổ phần Tập đoàn MGROUP,8600,Bất động sản,UPCOM,180,9,-1,2024,93000000000,20000000,0.6449288654,-5.4552014011,-852.39749335,7210.0975004,-0.1116244663,0
C21,Công ty Cổ phần Thế kỷ 21,8600,Bất động sản,UPCOM,619,192,3.0,2024,307448298900,19336371,0.3386307456,20.4587317618,777.1742738076343,46953.7991007206,0.0193248515,0.0
NST,Công ty Cổ phần Ngân Sơn,3700,Hàng cá nhân & Gia dụng,HNX,727,288,-1,2024,134424036000,11202003,0.7157178193,11.8945083294,1634.6347192551189,16766.384287435,0.0995967351,0.0
NT2,Công ty Cổ phần Điện lực Dầu khí Nhơn Trạch 2,7500,"Điện, nước & xăng dầu khí đốt",HOSE,8906,168,2.6,2024,5354494139400,287876029,1.2782028508,64.5945025935,287.9502009179097,14551.6808918502,0.0194474243,0.0
NTB,Công ty Cổ phần Đầu tư Xây dựng và Khai thác Công trình giao thông 584,8600,Bất động sản,UPCOM,0,2,-1,2019,35801619300,39779577,0.0,-0.0635761682,-14156.247938458471,0.0,0.3577082756,0
NTC,Công ty Cổ phần Khu Công nghiệp Nam Tân Uyên,8600,Bất động sản,UPCOM,896,126,2.2,2024,3454029121640,23999980,3.1095860901,11.8021946023,12194.172766143973,46282.0439221616,0.2825860017,0.0
NTT,Công ty Cổ phần Dệt - May Nha Trang,3700,Hàng cá nhân & Gia dụng,UPCOM,258,894,-1,2024,211500000000,23500000,1.1264942659,7.166635644,1255.8193896170212,7989.388204,0.1705933649,0.0
CDN,Công ty Cổ phần Cảng Đà Nẵng,2700,Hàng & Dịch vụ Công nghiệp,HNX,1123,798,2.7,2024,3069000000000,99000000,1.6766149087,11.0701761658,3043.8225796161614,18489.6363728384,0.1711636297,0.0
DKW,Công ty Cổ phần Cấp nước sinh hoạt Châu Thành,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,37,61,-1,2024,49910568000.0,4378120.0,0.8633371578,8.2693257265,1378.5888205439778,13204.574710378,0.1072992805,0
BLT,Công ty Cổ phần Lương thực Bình Định,3500,Thực phẩm và đồ uống,UPCOM,550,48,-1,2024,144000000000,4000000,1.9304231555,25.2574674582,1425.3210485,18648.760971,0.0615979455,0.0
NTL,Công ty Cổ phần Phát triển Đô thị Từ Liêm,8600,Bất động sản,HOSE,9668,96,3.1,2024,1829698500000,121979900,1.0408249202,3.1059459627,5083.58677676404,14411.6457137282,0.3851390837,0.08
DBD,Công ty Cổ phần Dược - Trang thiết bị y tế Bình Định (BIDIPHAR),4500,Y tế,HOSE,2117,1352,2.9,2024,4754567427600,93593847,2.8663850543,19.1976716239,2940.1713681776537,17722.6712522245,0.1778820417,0.0
VMK,Công ty Cổ phần Vimarko,2300,Xây dựng và Vật liệu,UPCOM,123,7,-1,2024,77700000000.0,3885000.0,1.5956951759,12.9652088339,1542.5898846846846,12533.7221680824,0.1311455412,0
NUE,Công ty Cổ phần Môi trường Đô thị Nha Trang,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,627,980,-1,2024,63000000000,6000000,0.8744135227,9.7768062568,1073.9703461666666,12008.048512,0.0896563388,0.0
NTW,Công ty Cổ phần Cấp nước Nhơn Trạch,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,269,68,2.5,2024,195000000000,10000000,1.1723615025,18.5939070467,1048.730638,16633.0947904,0.0629209084,0.0
NVT,Công ty Cổ phần Bất động sản Du lịch Ninh Vân Bay,8600,Bất động sản,HOSE,1080,545,2.4,2024,724000000000,90500000,3.4905228107,-74.3363542021,-107.61894480662984,2291.9202749613,-0.0458786631,0
NWT,Công ty Cổ phần Vận tải Newway,5700,Du lịch và Giải trí,UPCOM,148,358,-1,2024,59500000000,8500000,0.6132120338,5.2435731638,1334.967546235294,11415.301094,0.1210965437,0.0
OCB,Ngân hàng Thương mại Cổ phần Phương Đông,8300,Ngân hàng,HOSE,20103,7026,2.4,2024,26630522841600,2465789152,0.8408476095,8.4728903354,1286.9807721370007,12844.1823209562,0.1054175249,0.0
OCH,Công ty Cổ phần One Capital Hospitality,3500,Thực phẩm và đồ uống,HNX,1908,1077,2.2,2024,1140000000000,200000000,0.739626122,6.412115215,888.94223028,7706.59638776,0.1209389344,0
EVS,Công ty Cổ phần Chứng khoán Everest,8700,Dịch vụ tài chính,HNX,2401,137,2.3,2024,939363522600,164800618,0.4774250489,57.5654472946,104.22919097912606,11939.0467951401,0.0087646583,0
OGC,Công ty Cổ phần Tập đoàn Đại Dương,8700,Dịch vụ tài chính,HOSE,5895,1140,2.1,2024,1245000000000,300000000,1.8376838795,10.4360656963,397.65943611,2258.27741452,0.1944931071,0
CAG,Công ty Cổ phần Cảng An Giang,2700,Hàng & Dịch vụ Công nghiệp,HNX,1025,119,2.7,2024,102120000000,13800000,0.7130188824,-154.3593434334,-47.94008471014493,10378.4067747101,-0.0045618786,0.0
ONE,Công ty Cổ phần Công nghệ ONE,9500,Công nghệ Thông tin,HNX,0,76,-1,2024,42189643000,7960310,0.4130221706,33.0036368063,160.58836276476669,12832.2409249137,0.0125820727,0.0
ONW,Công ty Cổ phần Dịch vụ Một Thế giới,5700,Du lịch và Giải trí,UPCOM,134,1,-1,2024,6000000000.0,2000000.0,47.8205867227,13.5218991619,221.862326,62.7344875,-4.6032703231,0
OPC,Công ty Cổ phần Dược Phẩm OPC,4500,Y tế,HOSE,1166,930,2.9,2024,1521208685000,64050892,1.8729295108,15.985621402,1671.4824124073089,12680.6694342524,0.1310278319,0.0
PPT,Công ty cổ phần Petro Times,7500,"Điện, nước & xăng dầu khí đốt",HNX,507,45,-1,2024,240107841600,18189988,1.2172510416,26.5126322367,497.87587600387644,10844.1065553754,0.0480695787,0
ORS,Công ty Cổ phần Chứng khoán Tiên Phong,8700,Dịch vụ tài chính,HOSE,12142,329,2.6,2024,2939997751250,335999743,0.7499184871,7.7549699895,1128.3086861497986,11667.9347821584,0.1174320361,0
PAC,Công ty Cổ phần Pin Ắc quy Miền Nam,2700,Hàng & Dịch vụ Công nghiệp,HOSE,1156,1255,2.5,2024,1505683306800,46471707,1.5540364713,13.2118888671,2724.818560183296,20848.9315395925,0.1323612768,0.0154320988
PAI,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí",6500,Viễn thông,UPCOM,109,75,-1,2024,53788183000,4235290,1.1040602952,13.035929854,974.2304647379518,11502.9949502868,0.0843385587,0.0
PAP,Công ty Cổ phần Dầu khí đầu tư khai thác Cảng Phước An,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,206,245,2.2,2024,6119232000000,232000000,2.4917418512,-353.54060774,-74.60529122413793,10585.3662118276,-0.0076163318,0
DC1,Công ty Cổ phần Đầu tư Phát triển Xây dựng số 1,2300,Xây dựng và Vật liệu,UPCOM,249,80,-1,2024,33782527500,4504337,0.6106172287,4.4520891862,1684.6023712257763,12282.6537590327,0.1472509139,0.0
PAS,Công ty Cổ phần Quốc tế Phương Anh,1700,Tài nguyên Cơ bản,UPCOM,0,46,2.1,2024,81064407520,28049968,0.2396857243,18.9154408801,157.2000939181107,12057.4556887195,0.0124526081,0.0
PBP,Công ty Cổ phần Bao bì Dầu khí Việt Nam,2700,Hàng & Dịch vụ Công nghiệp,HNX,468,220,-1,2024,59034046800,4799516,0.8587449923,7.2528797539,1695.8781087509658,14323.2276292026,0.1198826243,0.0
PCC,Công ty Cổ phần Tập đoàn Xây lắp 1 - Petrolimex,2300,Xây dựng và Vật liệu,UPCOM,369,474,-1,2024,319700000000,11500000,1.2916250758,13.1332511979,2218.321028956522,21523.2736809565,0.1043012298,0.0
PCG,Công ty Cổ phần Đầu tư Phát triển Gas Đô thị,7500,"Điện, nước & xăng dầu khí đốt",HNX,1490,55,-1,2024,49062000000,18870000,0.3095324235,-6.228726017,-417.4208325914149,8399.7662356121,-0.0484895121,0.0
PCM,Công ty Cổ phần Vật liệu Xây dựng Bưu điện,2300,Xây dựng và Vật liệu,UPCOM,0,85,-1,2024,50800000000,4000000,1.2595789713,-5.6486426443,-2248.32774875,10082.73422225,-0.2006199868,0.0
HIO,Công ty Cổ Phần Helio Energy,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,193,46,3.1,2024,137886000000,21000000,0.5430906184,6.5414660819,1003.7505228571429,12090.0633835238,0.0864752328,0
C32,Công ty Cổ phần Đầu tư và Xây dựng 3-2,2300,Xây dựng và Vật liệu,HOSE,1899,212,2.4,2024,271294117250,15030145,0.500873424,34.5760285507,540.8737656223543,36037.0487552848,0.0151159597,0.0
PC1,Công ty Cổ phần Tập đoàn PC1,2300,Xây dựng và Vật liệu,HOSE,12220,1595,2.7,2024,8046947722500,357642121,1.456128656,20.2905823423,1307.4044219920058,15451.9313295679,0.0881836423,0.0
DSC,Công ty Cổ phần Chứng khoán DSC,8700,Dịch vụ tài chính,HOSE,1210,224,2.1,2024,3154519445000,204838925,1.3134998118,18.1832842487,863.2141196601183,11724.4021367081,0.0762909552,0.0
PCT,Công ty Cổ phần Vận tải Biển Global Pacific,2700,Hàng & Dịch vụ Công nghiệp,HNX,1038,183,-1,2024,570404620200,50035493,0.8637903976,6.7683678781,1754.4850123091621,13197.646131697,0.1420355509,0.0
PDB,Công ty Cổ phần Tập đoàn Đầu tư DIN Capital,2300,Xây dựng và Vật liệu,HNX,505,168,-1,2024,113156758700,8909981,0.8484000073,13.0218207887,1060.093519166876,14969.3539498008,0.071892762,0.0
PDC,Công ty Cổ phần Du lịch Dầu khí Phương Đông,5700,Du lịch và Giải trí,UPCOM,474,116,-1,2024,79995000000,15000000,0.5615273416,19.9409716329,267.43932533333333,9497.3113587333,0.0285616176,0
TTE,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,7500,"Điện, nước & xăng dầu khí đốt",HOSE,245,75,2.2,2024,1064116440000,28490400,3.7082065952,-56.1946864083,-664.6535889282004,10072.2543476048,-0.062831738,0.0
DNT,Công ty Cổ phần Du lịch Đồng Nai,5700,Du lịch và Giải trí,UPCOM,0,188,1.7,2024,186491875000,7459675,2.4979843645,24.6114646545,1015.786762425977,10008.0690476462,0.0988175935,0.024
LTG,Công ty Cổ phần Tập đoàn Lộc Trời,3500,Thực phẩm và đồ uống,UPCOM,6036,3093,1.9,2023,765635134000,100741465,0.2503691679,45.3203437773,167.69510922835994,30355.1753730006,0.0054530911,0.0
PDN,Công ty Cổ phần Cảng Đồng Nai,2700,Hàng & Dịch vụ Công nghiệp,HOSE,386,285,3.0,2024,4926839764000,37043908,3.9741396422,15.013763696,9373.78499595669,33466.363030542,0.3100113291,0.015037594
PDR,Công ty Cổ phần Phát triển Bất động sản Phát Đạt,8600,Bất động sản,HOSE,29534,278,2.1,2024,14581439386100,873140083,1.3255490491,94.020613628,177.62062334618534,12598.5530386377,0.0151146373,0.0
PDV,Công ty Cổ phần Vận tải và Tiếp vận Phương Đông Việt,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,0,429,3.0,2024,911859946936,66095966,0.9126122703,4.0643525821,3394.390550839366,15117.0441691252,0.2815622763,0.0
PEC,Công ty Cổ phần Cơ khí Điện lực,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,0,18,-1,2024,31154090000,3115409,3.2640084482,74.0926594167,134.96613670949785,3063.7175603588,0.0450452517,0.0
PEQ,Công ty Cổ phần Thiết bị xăng dầu Petrolimex,0500,Dầu khí,UPCOM,180,190,-1,2024,238344672000,4965514,2.3529310813,14.4565347758,4006.161230841359,20400.0875256821,0.2041747449,0.0520833333
CST,Công ty Cổ phần Than Cao Sơn - TKV,1700,Tài nguyên Cơ bản,HNX,3371,3295,2.5,2024,715541109100.0,42846773.0,0.6683632753,14.8970998596,3034.5311474915507,24986.4117557698,0.1200022109,0.0598802395
PEN,Công ty Cổ phần Xây lắp III Petrolimex,2300,Xây dựng và Vật liệu,HNX,251,136,-1,2024,39500000000,5000000,0.6843464408,39.0923295118,202.0856802,11543.8607242,0.0176604821,0.0
PET,Tổng Công ty Cổ phần Dịch vụ Tổng hợp Dầu khí,5300,Bán lẻ,HOSE,6272,3068,2.2,2024,2436500663700,107334831,1.1233800641,16.6582957657,1394.3484723705392,20206.8745256794,0.0713342885,0.0
PCF,Công ty Cổ phần Cà phê PETEC,3500,Thực phẩm và đồ uống,UPCOM,542,13,-1,2024,16899000000,3000000,0.7939950195,278.7463227844,20.208338333333334,7094.50294,0.0028525128,0
PEG,Tổng Công ty Thương mại Kỹ thuật và Đầu tư - Công ty Cổ phần,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,746,188,2.3,2024,1119948615655,248877470,1.762136011,-31.9324045,-140.9226794253413,2553.718879729,-0.0537016011,0
PTV,Công ty Cổ phần Thương mại Dầu khí,0500,Dầu khí,UPCOM,3355,103,-1,2024,72540000000,20000000,0.3547639631,297.5355004068,12.190142,10223.699072,0.0011919572,0.0
DIH,Công ty Cổ phần Đầu tư Phát triển Xây dựng - Hội An,2300,Xây dựng và Vật liệu,HNX,0,64,2.9,2024,108238374800,6894164,0.903064404,8.9989194078,1938.504353102131,17385.2495238001,0.11842991,0.0
PLX,Tập đoàn Xăng dầu Việt Nam,0500,Dầu khí,HOSE,15626,25836,2.3,2024,45415120643100,1293878081,1.7452007953,15.993704242,2233.443587131916,20112.2988791415,0.1112267255,0.0
CMG,Công ty Cổ phần Tập đoàn Công nghệ CMC,9500,Công nghệ Thông tin,HOSE,1130,4509,2.3,2024,6511594363200,190397496,2.2821420827,20.8604317494,1639.4675053132,14985.9205781204,0.1143924412,0.0
PFL,Công ty Cổ phần Dầu khí Đông Đô,2300,Xây dựng và Vật liệu,UPCOM,3283,38,2.4,2024,115000000000,50000000,0.517500331,305.3843334199,7.5314931,4444.44160164,0.0016960241,0
GCF,Công ty Cổ phần Thực phẩm G.C,3500,Thực phẩm và đồ uống,UPCOM,213,541,2.9,2024,1014894366920.0,30679999.0,2.4121432742,15.8132500706,2195.837704231998,13713.9449196201,0.1725028087,0.0483675937
PGB,Ngân hàng Thương mại Cổ phần Thịnh vượng và Phát triển,8300,Ngân hàng,UPCOM,9155,1918,2.3,2024,5899320000000,420000000,1.1419401671,17.3610003443,809.0547619047619,12300.119047619,0.0677581792,0
BII,Công ty Cổ phần Đầu tư và Phát triển Công nghiệp Bảo Thư,8600,Bất động sản,UPCOM,8954,12,2.7,2023,40376000000,57680000,0.0866951206,-3.3225970372,-210.67857226074895,8074.2721787795,-0.0257565501,0
PGC,Tổng Công ty Gas Petrolimex - Công ty Cổ phần,7500,"Điện, nước & xăng dầu khí đốt",HOSE,0,1082,2.3,2024,890053910500,60342638,1.0252165849,13.1499804361,1796.4335539821775,14387.2038519098,0.1258122448,0.0
PGD,Công ty Cổ phần Phân phối khí thấp áp dầu khí Việt Nam,7500,"Điện, nước & xăng dầu khí đốt",HOSE,1545,283,2.4,2024,2771951448000,98998266,1.8760668153,12.3105714355,2516.8964242767647,14924.8415740433,0.1730905443,0.0
PGN,Công ty Cổ phần Phụ Gia Nhựa,1300,Hóa chất,HNX,475,33,-1,2024,66254013000,9464859,0.6146756794,87.7090553078,79.80931929361019,11388.119352544,0.0070327643,0.0
PGT,Công ty Cổ phần PGT Holdings,5700,Du lịch và Giải trí,HNX,2350,18,-1,2024,91493829900,9241801,2.9144440586,19.4977039205,507.7520943158157,3396.874258275,0.1539260852,0
PLP,Công ty Cổ phần Sản xuất và Công nghệ Nhựa Pha Lê,1300,Hóa chất,HOSE,3774,243,2.1,2024,291200000000,70000000,0.3638572393,32.9931101303,126.08693098571429,11433.0554695571,0.0110894281,0.0
PBC,Công ty Cổ phần Dược Phẩm Trung ương 1 - Pharbaco,4500,Y tế,UPCOM,738,580,2.4,2024,786867819390,113299902,0.6233780629,36.2866020886,191.39295498243237,11140.9117737984,0.0173281326,0.0
PHH,Công ty Cổ phần Hồng Hà Việt Nam,2300,Xây dựng và Vật liệu,UPCOM,0,4,2.7,2024,124000000000,20000000,0.5542422171,-51.6829036907,-119.96230005,11186.44485815,-0.0106667042,0
PHR,Công ty Cổ phần Cao su Phước Hòa,1300,Hóa chất,HOSE,5347,3673,2.6,2024,6260062947600,135499198,1.6736571497,13.6073810356,3395.216160917794,27604.2199013237,0.1245534836,0.0
BIO,Công ty Cổ phần Vắc xin và Sinh phẩm Nha Trang,4500,Y tế,UPCOM,547,59,3.2,2024,119868000000,8562000,1.2042958955,15.1127707761,926.3688444288717,11625.05,0.0804619243,0.0
PHS,Công ty Cổ phần Chứng khoán Phú Hưng,8700,Dịch vụ tài chính,UPCOM,369,329,1.8,2024,1920094262400,200009819,0.9288840869,17768.2798251198,0.5402886545285059,10334.9816578105,5.87444e-05,0.0
CMD,Công ty Cổ phần Vật liệu xây dựng và Trang trí nội thất TP Hồ Chí Minh,2300,Xây dựng và Vật liệu,UPCOM,495,62,-1,2024,337500000000,15000000,1.435248464,11.2550926233,1999.0950544,15676.728152,0.1267772653,0.1244444444
DCL,Công ty Cổ phần Dược phẩm Cửu Long,4500,Y tế,HOSE,2185,939,2.7,2024,1840633956000,73041030,1.2401713426,34.3587112114,733.438453058507,20319.7728686192,0.0367362226,0.0
PIA,Công ty Cổ phần Tin học Viễn thông Petrolimex,6500,Viễn thông,HNX,192,123,-1,2024,115050000000,3900000,1.5819288547,12.8122269936,3586.7957776923076,18648.1205597436,0.1970917731,0.0
PIC,Công ty Cổ phần Đầu tư Điện lực 3,7500,"Điện, nước & xăng dầu khí đốt",HNX,5221,67,3.0,2024,783487438500,33339891,2.1196460232,28.2284930504,965.9745404086653,11086.7568182811,0.0883442501,0.0
PID,Công ty Cổ phần Trang trí nội thất Dầu khí,2300,Xây dựng và Vật liệu,UPCOM,162,2,-1,2022,11200000000,4000000,0.0,471.1503691547,5.942901,0.0,-0.0022368444,0
AGG,Công ty Cổ phần Đầu tư và Phát triển Bất động sản An Gia,8600,Bất động sản,HOSE,3363,94,2.2,2024,2567943679800,162528081,0.8294160145,8.6317275641,1830.4562884674679,19049.5477822076,0.1009387904,0
PIS,Tổng Công ty Pisico Bình Định - Công ty Cổ phần,1700,Tài nguyên Cơ bản,UPCOM,304,229,2.8,2024,302500000000,27500000,0.8808202371,5.6555585097,1974.0800699636363,12488.3597539636,0.1700020209,0.0
EIN,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,5700,Du lịch và Giải trí,UPCOM,0,15,2.8,2024,97943246277,45407161,0.2638551658,-3.0668664835,-703.3237382975782,8174.9394342888,-0.0824858245,0.0
PIT,Công ty Cổ phần Xuất nhập khẩu Petrolimex,5300,Bán lẻ,HOSE,2057,147,1.9,2024,98795742500,15199345,0.8802838018,34.6490126534,187.59553309698543,7383.9822871972,0.025732618,0
CRC,Công ty Cổ phần Create Capital Việt Nam,2300,Xây dựng và Vật liệu,HOSE,2238,30,-1,2024,559200000000,60000000,0.7353851005,8.7769262416,1061.8751648833334,12673.6318072333,0.1100761618,0.0
PIV,Công ty Cổ phần PIV,8600,Bất động sản,UPCOM,759,8,-1,2024,52996997578,17324942,30.1629089287,-52.3003384509,-58.48910524491222,101.415947886,-0.4476418276,0.0
PJC,Công ty Cổ phần Thương mại và Vận tải Petrolimex Hà Nội,7500,"Điện, nước & xăng dầu khí đốt",HNX,836,505,-1,2024,195628977600,7326928,1.2689159425,9.9382666585,3611.5399437526885,21041.5829021385,0.1725013442,0.1048689139
PJT,Công ty Cổ phần Vận tải Xăng dầu đường thủy Petrolimex,2700,Hàng & Dịch vụ Công nghiệp,HOSE,2683,363,2.8,2024,248827850000,24882785,0.7634574741,10.0619150979,1156.483124698461,13098.3065050797,0.092106721,0.0
PLA,Công ty Cổ phần Đầu tư và Dịch vụ hạ tầng Xăng dầu,8600,Bất động sản,UPCOM,1084,59,-1,2024,37840000000,10000000,0.384264076,-81.4508020302,-46.4574922,9847.3946334,-0.0046977819,0
PLO,Công ty Cổ phần Kho vận Petec,2700,Hàng & Dịch vụ Công nghiệp,UPCOM,470,31,-1,2023,33085730000.0,7192550.0,3.1981467494,2.2009865916,2089.9718415582793,1438.3329973375,5.3133020839,0
PLE,Công ty Cổ phần Tư vấn Xây dựng Petrolimex,2300,Xây dựng và Vật liệu,UPCOM,0,57,-1,2024,16281000000,1215000,0.7791189844,14.1052631579,1129.0454436213993,17198.9134757202,0.0674923807,0.0
C4G,Công ty Cổ phần Tập Đoàn Cienco4,2300,Xây dựng và Vật liệu,UPCOM,1276,485,2.2,2024,2687258970834,357300754,0.6859314417,15.4301329541,501.41670333558824,10964.6526493448,0.0467918737,0.0
PMP,Công ty Cổ phần Bao bì Đạm Phú Mỹ,2700,Hàng & Dịch vụ Công nghiệp,HNX,244,530,-1,2024,55440000000,4200000,0.785288399,8.7930339157,1766.1039311904763,16809.1111704762,0.1064744652,0.0
PMS,Công ty Cổ phần Cơ khí Xăng dầu,2700,Hàng & Dịch vụ Công nghiệp,HNX,0,187,3.3,2024,274651156000,7227662,1.5766537947,9.1749988133,4344.891467669629,24101.6766817541,0.1817104041,0.0
PNC,Công ty Cổ phần Văn hóa Phương Nam,5500,Truyền thông,HOSE,0,706,2.2,2024,227428964600,11040241,1.2158232841,22.2674145716,925.118627211127,16943.2517613519,0.0553127344,0.0
PND,Công ty Cổ phần Xăng dầu Dầu khí Nam Định,7500,"Điện, nước & xăng dầu khí đốt",UPCOM,596,245,-1,2024,37999996200,6666666,0.872013507,24.396809122,233.6371109637111,6536.5959979096,0.036393335,0.0
PNJ,Công ty Cổ phần Vàng bạc Đá quý Phú Nhuận,3700,Hàng cá nhân & Gia dụng,HOSE,13139,8969,2.7,2024,27586901721600,338074776,2.4510128979,13.7434913255,6249.84894745889,33292.3584648681,0.2006426473,0.0073529412
